show_id,movie_id,theater_id,screen_id,show_date,start_time,price,available_seats,status
SH_5874,MV_890,TH_492,SC_146,2024-11-12,13:30:00,373.08,155,active
SH_5875,MV_9128,TH_220,SC_68,2025-02-13,11:00:00,485.33,54,active
SH_5876,MV_2095,TH_172,SC_245,2023-05-28,16:45:00,314.78,95,active
SH_5877,MV_513,TH_150,SC_740,2025-05-17,17:15:00,475.08,84,active
SH_5878,MV_4922,TH_188,SC_581,2024-09-08,16:00:00,162.74,54,active
SH_5879,MV_2498,TH_98,SC_317,2023-12-06,11:15:00,429.41,147,active
SH_5881,MV_4340,TH_4,SC_956,2023-05-03,12:45:00,211.98,162,active
SH_5882,MV_7240,TH_224,SC_87,2023-02-10,19:30:00,452.47,103,active
SH_5883,MV_5061,TH_23,SC_363,2023-02-24,13:15:00,360.51,91,active
SH_5884,MV_3591,TH_440,SC_806,2025-08-10,21:30:00,278.73,199,active
SH_5885,MV_758,TH_305,SC_128,2024-11-11,18:45:00,424.86,65,active
SH_5886,MV_226,TH_348,SC_655,2023-08-18,11:45:00,314.11,84,active
SH_5887,MV_5773,TH_132,SC_511,2025-07-25,11:15:00,184.38,83,active
SH_5888,MV_5331,TH_460,SC_394,2024-07-27,15:45:00,463.28,63,active
SH_5889,MV_6773,TH_144,SC_188,2023-07-16,20:15:00,192.54,127,active
SH_5890,MV_6856,TH_318,SC_321,2023-11-17,14:15:00,415.31,194,active
SH_5891,MV_8119,TH_267,SC_335,2025-03-13,22:00:00,195.67,156,active
SH_5892,MV_9324,TH_264,SC_391,2025-09-24,20:45:00,411.1,146,active
SH_5893,MV_3016,TH_492,SC_96,2025-06-06,21:45:00,387.18,138,active
SH_5894,MV_3633,TH_24,SC_82,2024-08-12,22:45:00,203.12,195,active
SH_5895,MV_1352,TH_310,SC_912,2024-04-01,18:30:00,434.75,175,active
SH_5896,MV_1199,TH_119,SC_87,2025-01-25,14:15:00,395.79,84,active
SH_5897,MV_8684,TH_308,SC_227,2023-01-15,12:00:00,231.61,51,active
SH_5898,MV_9277,TH_98,SC_203,2025-10-29,14:00:00,209.68,118,active
SH_5899,MV_6834,TH_201,SC_796,2025-08-18,17:15:00,150.7,196,active
SH_5900,MV_6867,TH_210,SC_139,2023-01-07,16:30:00,485.41,98,active
SH_5901,MV_1941,TH_185,SC_463,2023-02-28,10:45:00,403.01,60,active
SH_5902,MV_440,TH_315,SC_322,2025-02-28,15:30:00,240.86,181,active
SH_5903,MV_6056,TH_50,SC_990,2023-09-07,15:15:00,360.49,140,active
SH_5904,MV_9472,TH_109,SC_790,2025-09-07,13:00:00,422.18,174,active
SH_5906,MV_4883,TH_455,SC_632,2024-08-07,19:00:00,425.75,127,active
SH_5907,MV_9556,TH_429,SC_901,2025-04-30,19:30:00,427.72,140,active
SH_5908,MV_5287,TH_343,SC_205,2023-02-18,10:30:00,186.35,190,active
SH_5909,MV_7987,TH_29,SC_357,2025-10-19,19:15:00,455.88,185,active
SH_5910,MV_6606,TH_162,SC_242,2024-05-26,12:00:00,168.83,142,active
SH_5911,MV_4600,TH_452,SC_619,2025-05-04,17:30:00,407.43,180,active
SH_5913,MV_1747,TH_319,SC_593,2025-01-26,20:15:00,457.89,70,active
SH_5914,MV_8826,TH_12,SC_663,2025-03-07,17:45:00,341.26,65,active
SH_5915,MV_7747,TH_479,SC_865,2024-04-16,14:00:00,281.01,179,active
SH_5916,MV_5039,TH_224,SC_211,2023-02-16,19:30:00,354.52,99,active
SH_5917,MV_329,TH_166,SC_190,2023-01-10,10:00:00,233.86,141,active
SH_5918,MV_4086,TH_91,SC_126,2024-03-16,20:00:00,219.05,108,active
SH_5919,MV_1737,TH_319,SC_782,2024-01-17,12:15:00,253.48,174,active
SH_5920,MV_126,TH_267,SC_804,2024-10-30,10:00:00,197.61,127,active
SH_5921,MV_9708,TH_233,SC_155,2024-02-07,12:45:00,193.69,175,active
SH_5922,MV_1188,TH_162,SC_641,2023-06-07,22:00:00,475.47,118,active
SH_5923,MV_2085,TH_266,SC_639,2024-11-14,11:15:00,420.59,158,active
SH_5924,MV_990,TH_191,SC_507,2025-10-08,19:15:00,212.21,76,active
SH_5925,MV_3744,TH_262,SC_264,2023-05-15,11:15:00,199.82,142,active
SH_5926,MV_8559,TH_90,SC_651,2024-11-03,20:30:00,304.77,173,active
SH_5928,MV_2738,TH_291,SC_656,2025-06-04,11:30:00,499.6,58,active
SH_5929,MV_8803,TH_354,SC_128,2025-11-03,19:30:00,321.47,173,active
SH_5930,MV_830,TH_434,SC_658,2024-07-23,15:45:00,306.96,104,active
SH_5931,MV_8766,TH_151,SC_863,2024-10-04,22:00:00,468.69,71,active
SH_5932,MV_7246,TH_291,SC_857,2023-05-18,17:15:00,356.31,57,active
SH_5933,MV_1307,TH_29,SC_30,2025-05-29,22:45:00,284.02,145,active
SH_5936,MV_2736,TH_291,SC_899,2023-09-04,19:15:00,222.64,177,active
SH_5937,MV_8732,TH_122,SC_115,2024-12-03,19:30:00,225.73,171,active
SH_5939,MV_3322,TH_482,SC_264,2024-09-09,22:30:00,494.73,125,active
SH_5940,MV_8047,TH_431,SC_619,2025-11-09,19:30:00,477.48,123,active
SH_5941,MV_8511,TH_4,SC_516,2025-01-13,18:30:00,164.07,172,active
SH_5942,MV_9150,TH_226,SC_908,2023-05-07,10:15:00,431.19,136,active
SH_5943,MV_3795,TH_281,SC_233,2025-11-19,12:15:00,410.85,161,active
SH_5944,MV_527,TH_171,SC_674,2023-12-29,16:00:00,383.05,182,active
SH_5945,MV_1413,TH_297,SC_480,2025-04-18,18:45:00,448.56,103,active
SH_5946,MV_9247,TH_239,SC_335,2024-04-16,18:45:00,179.05,154,active
SH_5947,MV_2714,TH_417,SC_424,2024-02-24,14:15:00,239.6,139,active
SH_5948,MV_1609,TH_383,SC_441,2023-09-11,11:30:00,203.29,149,active
SH_5949,MV_5314,TH_359,SC_941,2024-05-02,15:15:00,349.71,162,active
SH_5950,MV_9701,TH_114,SC_19,2023-01-09,12:15:00,302.35,110,active
SH_5951,MV_3988,TH_311,SC_74,2025-04-19,12:00:00,164.38,106,active
SH_5952,MV_3362,TH_1,SC_67,2023-09-26,12:15:00,398.37,94,active
SH_5953,MV_8512,TH_205,SC_730,2025-01-06,17:45:00,450.24,169,active
SH_5954,MV_2715,TH_123,SC_516,2023-04-07,18:30:00,488.77,92,active
SH_5955,MV_3720,TH_27,SC_149,2025-03-29,16:45:00,234.66,87,active
SH_5956,MV_2647,TH_101,SC_280,2023-11-03,18:15:00,243.68,146,active
SH_5957,MV_2678,TH_367,SC_883,2024-07-15,18:45:00,464.29,156,active
SH_5958,MV_1244,TH_279,SC_515,2025-12-26,13:45:00,329.2,197,active
SH_5959,MV_4750,TH_19,SC_49,2023-11-11,17:30:00,220.17,155,active
SH_5961,MV_9172,TH_217,SC_654,2024-06-14,18:45:00,445.47,93,active
SH_5962,MV_7555,TH_178,SC_100,2024-05-06,10:45:00,377.76,199,active
SH_5963,MV_444,TH_192,SC_690,2023-06-26,15:45:00,390.83,51,active
SH_5964,MV_2770,TH_138,SC_228,2025-06-17,20:15:00,465.61,153,active
SH_5965,MV_3223,TH_335,SC_937,2025-03-16,16:45:00,462.59,75,active
SH_5967,MV_2769,TH_101,SC_892,2025-06-10,20:15:00,239.54,132,active
SH_5968,MV_5440,TH_8,SC_894,2023-12-23,12:30:00,151.19,141,active
SH_5969,MV_2335,TH_439,SC_921,2025-07-24,10:15:00,430.89,102,active
SH_5970,MV_1668,TH_24,SC_148,2024-10-22,11:00:00,378.97,151,active
SH_5972,MV_2211,TH_2,SC_268,2025-11-16,11:45:00,473.43,109,active
SH_5973,MV_2955,TH_105,SC_544,2023-05-25,22:45:00,247.57,179,active
SH_5975,MV_1842,TH_305,SC_592,2025-09-07,14:15:00,178.32,58,active
SH_5976,MV_5131,TH_441,SC_538,2025-09-22,12:00:00,279.12,141,active
SH_5977,MV_2613,TH_365,SC_183,2023-01-17,22:30:00,445.34,97,active
SH_5978,MV_5947,TH_401,SC_152,2025-06-18,17:30:00,494.5,123,active
SH_5979,MV_771,TH_153,SC_460,2024-08-16,11:00:00,289.98,72,active
SH_5980,MV_9585,TH_337,SC_585,2025-03-31,12:00:00,495.41,134,active
SH_5981,MV_1978,TH_425,SC_986,2023-04-24,21:45:00,239.94,192,active
SH_5982,MV_757,TH_156,SC_234,2023-04-07,15:45:00,187.15,70,active
SH_5983,MV_3761,TH_340,SC_27,2025-09-13,21:00:00,485.77,161,active
SH_5984,MV_3788,TH_316,SC_545,2023-04-20,22:45:00,262.88,59,active
SH_5985,MV_8340,TH_192,SC_63,2025-05-22,20:15:00,366.95,108,active
SH_5986,MV_325,TH_373,SC_926,2025-12-13,12:15:00,214.42,93,active
SH_5987,MV_5313,TH_40,SC_309,2023-11-18,21:00:00,327.01,174,active
SH_5988,MV_9350,TH_391,SC_215,2024-11-09,14:00:00,211.11,189,active
SH_5989,MV_5224,TH_355,SC_758,2024-08-01,14:15:00,308.74,111,active
SH_5990,MV_3875,TH_196,SC_445,2025-06-17,18:15:00,310.96,71,active
SH_5991,MV_2154,TH_440,SC_508,2025-03-09,18:30:00,484.09,72,active
SH_5992,MV_2959,TH_353,SC_271,2024-05-22,14:30:00,240.74,92,active
SH_5993,MV_7433,TH_36,SC_412,2024-03-16,12:15:00,228.23,77,active
SH_5994,MV_3578,TH_215,SC_905,2023-12-21,19:30:00,336.04,109,active
SH_5995,MV_5890,TH_369,SC_291,2023-12-11,10:15:00,389.53,69,active
SH_5996,MV_5720,TH_453,SC_76,2025-01-27,20:30:00,241.69,158,active
SH_5997,MV_7891,TH_193,SC_196,2025-07-07,18:30:00,388.02,199,active
SH_5998,MV_210,TH_153,SC_101,2023-06-09,15:45:00,340.43,60,active
SH_5999,MV_9600,TH_260,SC_819,2023-05-23,11:00:00,253.78,51,active
SH_6001,MV_1277,TH_374,SC_142,2024-10-27,18:15:00,441.1,53,active
SH_6002,MV_8842,TH_421,SC_11,2023-05-15,17:15:00,456.01,105,active
SH_6003,MV_4305,TH_300,SC_167,2024-04-02,20:15:00,408.87,199,active
SH_6004,MV_4764,TH_48,SC_854,2025-03-29,20:30:00,398.77,174,active
SH_6006,MV_3343,TH_249,SC_167,2024-10-16,22:45:00,460.23,86,active
SH_6007,MV_2480,TH_446,SC_352,2024-12-27,20:45:00,362.91,105,active
SH_6008,MV_7960,TH_235,SC_192,2024-12-25,12:30:00,263.92,81,active
SH_6009,MV_8329,TH_240,SC_93,2025-03-16,16:45:00,294.66,156,active
SH_6010,MV_1280,TH_59,SC_14,2024-08-22,17:30:00,457.25,57,active
SH_6011,MV_5558,TH_242,SC_17,2023-12-01,16:15:00,452.69,65,active
SH_6012,MV_2347,TH_342,SC_214,2025-02-13,20:45:00,318.94,102,active
SH_6013,MV_3544,TH_352,SC_845,2025-02-25,10:30:00,235.9,128,active
SH_6014,MV_4131,TH_410,SC_99,2023-07-12,11:45:00,275.74,59,active
SH_6015,MV_6143,TH_53,SC_312,2024-09-13,13:15:00,340.83,148,active
SH_6016,MV_6008,TH_332,SC_153,2023-02-02,12:45:00,423.52,151,active
SH_6017,MV_7672,TH_166,SC_389,2025-02-10,20:45:00,461.01,120,active
SH_6018,MV_9474,TH_349,SC_57,2025-09-02,13:00:00,313.31,119,active
SH_6019,MV_5454,TH_210,SC_89,2025-02-25,12:00:00,358.33,94,active
SH_6020,MV_1382,TH_24,SC_888,2023-03-19,15:30:00,154.52,56,active
SH_6021,MV_718,TH_226,SC_629,2025-07-10,13:45:00,492.13,104,active
SH_6022,MV_4170,TH_253,SC_201,2025-10-02,11:00:00,497.83,143,active
SH_6023,MV_3206,TH_330,SC_750,2025-12-18,20:45:00,408.84,194,active
SH_6024,MV_9082,TH_342,SC_802,2024-12-06,18:30:00,227.2,78,active
SH_6025,MV_8384,TH_265,SC_427,2023-08-11,10:15:00,258.76,153,active
SH_6026,MV_8452,TH_27,SC_194,2023-11-01,22:30:00,156.57,72,active
SH_6027,MV_3330,TH_385,SC_12,2023-06-12,20:30:00,195.35,54,active
SH_6028,MV_5099,TH_78,SC_478,2025-09-01,17:30:00,460.41,111,active
SH_6030,MV_6025,TH_111,SC_657,2024-04-07,22:45:00,229.47,173,active
SH_6031,MV_8327,TH_235,SC_525,2025-08-04,17:45:00,169.81,149,active
SH_6032,MV_9539,TH_322,SC_757,2023-03-27,13:30:00,396.64,81,active
SH_6033,MV_2194,TH_161,SC_671,2024-06-21,14:15:00,368.76,64,active
SH_6035,MV_199,TH_182,SC_64,2025-04-07,20:00:00,427.72,184,active
SH_6036,MV_2798,TH_265,SC_207,2023-05-04,16:45:00,435.11,168,active
SH_6038,MV_7613,TH_110,SC_652,2023-02-27,22:45:00,237.23,90,active
SH_6039,MV_5290,TH_240,SC_137,2024-04-19,14:45:00,193.98,197,active
SH_6040,MV_8748,TH_428,SC_294,2023-08-21,22:15:00,252.26,57,active
SH_6041,MV_6369,TH_51,SC_378,2025-12-26,22:00:00,244.55,59,active
SH_6042,MV_8168,TH_373,SC_763,2023-02-22,20:45:00,254.22,173,active
SH_6043,MV_2789,TH_471,SC_865,2025-11-29,22:45:00,376.9,146,active
SH_6045,MV_8385,TH_470,SC_505,2025-04-09,21:15:00,173.81,157,active
SH_6046,MV_4780,TH_141,SC_135,2025-12-28,11:45:00,378.47,67,active
SH_6047,MV_2556,TH_166,SC_166,2024-12-15,13:30:00,472.06,119,active
SH_6048,MV_2611,TH_154,SC_161,2025-05-19,19:30:00,377.48,99,active
SH_6049,MV_5844,TH_432,SC_594,2025-08-17,10:00:00,161.14,128,active
SH_6050,MV_9704,TH_459,SC_337,2024-08-23,18:00:00,435.94,120,active
SH_6051,MV_1917,TH_34,SC_990,2025-12-12,20:00:00,292.92,108,active
SH_6052,MV_7336,TH_100,SC_49,2024-11-24,17:00:00,362.31,162,active
SH_6053,MV_5989,TH_418,SC_100,2024-01-16,14:45:00,205.03,138,active
SH_6054,MV_2686,TH_437,SC_230,2024-11-13,19:30:00,383.07,184,active
SH_6055,MV_4678,TH_425,SC_136,2025-05-30,22:00:00,309.92,93,active
SH_6056,MV_173,TH_333,SC_321,2023-11-29,13:15:00,407.75,133,active
SH_6057,MV_9281,TH_450,SC_740,2025-10-24,16:30:00,291.89,165,active
SH_6058,MV_8039,TH_213,SC_654,2024-12-01,14:30:00,284.08,59,active
SH_6059,MV_9439,TH_200,SC_301,2025-04-13,13:30:00,392.46,179,active
SH_6060,MV_8185,TH_395,SC_84,2025-08-05,11:00:00,229.45,162,active
SH_6063,MV_4599,TH_276,SC_986,2024-02-07,14:45:00,419.94,119,active
SH_6064,MV_6077,TH_392,SC_23,2025-10-14,19:15:00,202.68,101,active
SH_6065,MV_4883,TH_297,SC_581,2023-09-02,13:00:00,275.44,194,active
SH_6066,MV_8176,TH_184,SC_99,2025-10-12,13:00:00,354.56,61,active
SH_6067,MV_9732,TH_92,SC_612,2024-07-01,13:00:00,277.38,122,active
SH_6069,MV_8226,TH_96,SC_106,2025-05-25,16:45:00,390.41,93,active
SH_6070,MV_7770,TH_469,SC_672,2025-02-27,10:00:00,271.99,165,active
SH_6071,MV_6222,TH_115,SC_612,2023-07-12,16:30:00,175.79,58,active
SH_6073,MV_5781,TH_99,SC_987,2023-03-05,21:30:00,447.51,139,active
SH_6074,MV_6416,TH_333,SC_868,2024-05-02,16:15:00,299.14,103,active
SH_6075,MV_6022,TH_27,SC_856,2023-03-27,20:45:00,393.31,57,active
SH_6077,MV_2033,TH_432,SC_269,2025-11-07,19:15:00,390.23,152,active
SH_6079,MV_7428,TH_255,SC_93,2023-10-26,12:45:00,267.68,160,active
SH_6080,MV_2796,TH_8,SC_214,2024-05-25,20:30:00,376.69,60,active
SH_6081,MV_741,TH_49,SC_106,2024-07-12,22:45:00,177.53,145,active
SH_6082,MV_4752,TH_308,SC_75,2023-07-30,11:30:00,378.02,171,active
SH_6083,MV_1978,TH_138,SC_516,2023-11-11,13:00:00,440.84,173,active
SH_6084,MV_4984,TH_97,SC_930,2024-02-08,13:00:00,452.19,178,active
SH_6085,MV_233,TH_280,SC_206,2023-04-21,17:00:00,219.16,181,active
SH_6086,MV_6606,TH_483,SC_262,2024-04-26,21:45:00,393.88,104,active
SH_6087,MV_1324,TH_171,SC_169,2023-08-27,16:15:00,168.43,54,active
SH_6088,MV_729,TH_487,SC_859,2024-12-09,19:45:00,298.14,112,active
SH_6089,MV_8360,TH_54,SC_650,2025-07-12,14:30:00,190.09,69,active
SH_6090,MV_4071,TH_41,SC_875,2024-08-27,14:45:00,260.0,197,active
SH_6091,MV_1734,TH_338,SC_631,2024-10-07,11:45:00,285.82,116,active
SH_6092,MV_6016,TH_463,SC_894,2025-02-13,21:30:00,276.64,106,active
SH_6093,MV_5396,TH_151,SC_201,2024-07-05,16:15:00,354.8,93,active
SH_6094,MV_5953,TH_100,SC_690,2023-11-23,12:30:00,358.7,156,active
SH_6095,MV_8627,TH_461,SC_885,2024-04-30,20:15:00,416.35,83,active
SH_6096,MV_1982,TH_80,SC_5,2025-09-28,10:00:00,391.48,112,active
SH_6097,MV_9736,TH_262,SC_379,2024-06-17,19:15:00,183.54,51,active
SH_6098,MV_9111,TH_178,SC_622,2024-02-05,13:45:00,284.6,95,active
SH_6099,MV_1269,TH_48,SC_241,2024-05-26,11:00:00,215.76,57,active
SH_6101,MV_9062,TH_325,SC_731,2025-05-22,12:30:00,178.23,121,active
SH_6102,MV_6578,TH_390,SC_75,2024-08-04,11:45:00,163.79,103,active
SH_6103,MV_7330,TH_297,SC_161,2024-01-19,15:15:00,159.99,190,active
SH_6104,MV_2871,TH_364,SC_780,2025-06-18,22:45:00,356.02,148,active
SH_6105,MV_9297,TH_443,SC_453,2025-07-08,13:15:00,191.46,195,active
SH_6106,MV_4205,TH_131,SC_786,2024-03-29,17:30:00,400.42,193,active
SH_6107,MV_7204,TH_177,SC_190,2024-11-25,10:30:00,251.18,187,active
SH_6108,MV_1905,TH_423,SC_99,2023-09-19,14:00:00,483.53,181,active
SH_6109,MV_1939,TH_201,SC_208,2024-10-15,19:45:00,386.82,140,active
SH_6111,MV_5686,TH_473,SC_857,2023-01-28,18:15:00,251.13,95,active
SH_6112,MV_3303,TH_196,SC_952,2023-11-11,19:45:00,245.98,107,active
SH_6113,MV_10,TH_110,SC_527,2024-10-29,19:15:00,256.96,80,active
SH_6114,MV_4408,TH_185,SC_516,2025-11-16,13:30:00,345.49,89,active
SH_6115,MV_730,TH_188,SC_358,2023-01-14,22:00:00,243.41,186,active
SH_6116,MV_4315,TH_495,SC_671,2025-06-23,15:15:00,333.38,110,active
SH_6117,MV_8749,TH_480,SC_402,2023-07-17,21:00:00,160.31,109,active
SH_6119,MV_3048,TH_391,SC_424,2025-10-05,17:15:00,189.85,189,active
SH_6120,MV_8749,TH_307,SC_540,2023-01-02,17:45:00,327.3,96,active
SH_6121,MV_9601,TH_98,SC_969,2024-05-30,14:45:00,356.97,67,active
SH_6122,MV_7424,TH_45,SC_690,2023-11-13,19:15:00,226.75,158,active
SH_6123,MV_738,TH_25,SC_816,2023-04-24,15:45:00,445.95,79,active
SH_6124,MV_412,TH_206,SC_896,2023-01-06,21:00:00,305.36,130,active
SH_6125,MV_5195,TH_443,SC_234,2025-12-13,17:45:00,266.78,149,active
SH_6126,MV_1524,TH_148,SC_354,2023-06-08,18:15:00,322.18,107,active
SH_6127,MV_1519,TH_151,SC_778,2024-03-10,12:45:00,358.25,85,active
SH_6128,MV_2852,TH_5,SC_872,2025-10-31,10:30:00,196.5,105,active
SH_6129,MV_935,TH_382,SC_599,2025-06-30,20:45:00,360.62,175,active
SH_6130,MV_6670,TH_377,SC_908,2023-02-11,20:45:00,419.91,172,active
SH_6131,MV_6583,TH_55,SC_894,2023-01-16,10:45:00,402.56,146,active
SH_6132,MV_1327,TH_92,SC_30,2025-12-27,12:00:00,431.42,103,active
SH_6133,MV_5475,TH_488,SC_856,2023-02-01,12:45:00,445.91,131,active
SH_6134,MV_8848,TH_410,SC_9,2024-07-17,16:30:00,291.05,176,active
SH_6135,MV_7491,TH_105,SC_876,2025-02-01,21:45:00,273.54,141,active
SH_6136,MV_1378,TH_35,SC_829,2025-06-25,22:00:00,426.55,159,active
SH_6137,MV_6192,TH_408,SC_158,2023-08-23,11:30:00,173.36,53,active
SH_6138,MV_7165,TH_30,SC_142,2024-07-06,10:00:00,284.6,130,active
SH_6139,MV_6223,TH_81,SC_747,2024-12-22,20:15:00,243.16,143,active
SH_6140,MV_6603,TH_18,SC_314,2023-12-26,22:30:00,175.64,75,active
SH_6141,MV_3297,TH_82,SC_411,2023-04-05,16:00:00,365.37,148,active
SH_6142,MV_1740,TH_143,SC_630,2025-02-22,12:15:00,166.87,127,active
SH_6144,MV_7670,TH_75,SC_142,2025-02-24,12:45:00,162.13,56,active
SH_6145,MV_898,TH_400,SC_939,2024-03-25,10:30:00,428.49,83,active
SH_6146,MV_9322,TH_160,SC_978,2024-08-14,12:15:00,226.11,151,active
SH_6147,MV_6656,TH_395,SC_660,2023-06-22,10:15:00,227.09,198,active
SH_6148,MV_1650,TH_44,SC_824,2023-09-16,14:30:00,351.34,169,active
SH_6149,MV_5862,TH_360,SC_469,2024-09-14,17:30:00,386.9,167,active
SH_6150,MV_4628,TH_184,SC_468,2024-07-16,10:30:00,223.07,161,active
SH_6151,MV_3779,TH_150,SC_351,2023-04-04,10:45:00,180.32,94,active
SH_6152,MV_2666,TH_17,SC_760,2024-10-04,15:45:00,312.2,122,active
SH_6154,MV_3035,TH_428,SC_985,2023-02-19,15:15:00,457.11,82,active
SH_6155,MV_4673,TH_236,SC_963,2024-07-19,16:30:00,231.7,61,active
SH_6156,MV_6728,TH_424,SC_159,2024-07-31,21:30:00,481.32,192,active
SH_6157,MV_9162,TH_68,SC_201,2023-10-29,18:00:00,356.79,70,active
SH_6158,MV_8692,TH_475,SC_64,2025-06-15,13:00:00,279.19,189,active
SH_6159,MV_2922,TH_443,SC_394,2024-12-09,20:45:00,168.12,102,active
SH_6160,MV_5369,TH_165,SC_163,2025-03-21,14:00:00,337.62,124,active
SH_6161,MV_3087,TH_435,SC_115,2024-05-11,21:30:00,364.98,116,active
SH_6162,MV_4975,TH_14,SC_183,2024-11-09,14:15:00,428.14,176,active
SH_6164,MV_9540,TH_82,SC_88,2023-07-15,22:00:00,463.88,79,active
SH_6165,MV_7373,TH_442,SC_248,2025-03-02,12:45:00,218.03,119,active
SH_6166,MV_6545,TH_451,SC_198,2024-10-13,14:45:00,179.65,128,active
SH_6167,MV_8407,TH_75,SC_187,2025-03-21,12:15:00,202.67,135,active
SH_6168,MV_6420,TH_42,SC_130,2024-01-10,10:45:00,374.03,74,active
SH_6169,MV_9776,TH_82,SC_93,2023-07-24,21:30:00,410.37,185,active
SH_6170,MV_3311,TH_315,SC_284,2025-07-02,19:15:00,190.84,189,active
SH_6171,MV_8628,TH_246,SC_364,2025-05-01,15:00:00,154.91,127,active
SH_6172,MV_772,TH_385,SC_322,2023-08-16,16:45:00,484.25,129,active
SH_6173,MV_7202,TH_268,SC_265,2025-12-13,18:00:00,404.08,144,active
SH_6176,MV_5430,TH_103,SC_237,2024-05-21,12:30:00,206.36,192,active
SH_6177,MV_8191,TH_121,SC_13,2025-07-29,11:30:00,428.84,105,active
SH_6178,MV_3584,TH_270,SC_636,2025-07-30,20:45:00,341.51,137,active
SH_6180,MV_525,TH_393,SC_336,2023-09-25,12:15:00,273.02,144,active
SH_6181,MV_5269,TH_302,SC_291,2025-05-20,19:15:00,151.45,183,active
SH_6182,MV_5419,TH_55,SC_183,2023-06-09,16:15:00,446.9,69,active
SH_6183,MV_8526,TH_405,SC_709,2025-01-23,17:00:00,388.9,125,active
SH_6184,MV_4070,TH_350,SC_453,2023-10-03,16:15:00,321.87,77,active
SH_6186,MV_6305,TH_372,SC_44,2025-06-20,22:30:00,344.24,77,active
SH_6187,MV_6737,TH_326,SC_978,2024-05-10,19:00:00,426.75,162,active
SH_6188,MV_2222,TH_168,SC_286,2023-05-21,14:45:00,458.11,135,active
SH_6189,MV_31,TH_102,SC_120,2024-10-02,19:00:00,329.96,84,active
SH_6190,MV_5975,TH_301,SC_725,2024-07-01,12:45:00,165.92,184,active
SH_6191,MV_3535,TH_88,SC_607,2024-05-08,16:15:00,273.51,55,active
SH_6192,MV_8403,TH_160,SC_592,2025-11-14,14:15:00,422.93,176,active
SH_6193,MV_6956,TH_437,SC_639,2025-06-01,11:45:00,386.29,187,active
SH_6194,MV_3500,TH_389,SC_458,2024-07-12,11:00:00,429.41,88,active
SH_6195,MV_3455,TH_284,SC_494,2023-06-07,11:45:00,391.49,152,active
SH_6196,MV_7094,TH_249,SC_796,2025-12-13,19:30:00,376.3,125,active
SH_6197,MV_395,TH_49,SC_558,2024-03-21,22:45:00,341.1,147,active
SH_6198,MV_9585,TH_92,SC_814,2025-08-24,15:30:00,167.17,173,active
SH_6199,MV_7772,TH_489,SC_651,2025-07-07,11:45:00,269.52,171,active
SH_6200,MV_2111,TH_500,SC_495,2023-04-12,10:30:00,219.83,189,active
SH_6201,MV_503,TH_28,SC_144,2024-01-20,18:15:00,296.63,121,active
SH_6202,MV_8081,TH_318,SC_565,2024-01-12,22:00:00,284.91,86,active
SH_6203,MV_2833,TH_242,SC_466,2025-02-27,13:00:00,336.21,63,active
SH_6204,MV_2743,TH_34,SC_616,2024-11-17,22:45:00,456.35,122,active
SH_6205,MV_6168,TH_430,SC_413,2023-01-19,19:45:00,151.48,69,active
SH_6206,MV_8366,TH_261,SC_849,2023-01-08,19:15:00,184.17,93,active
SH_6207,MV_4748,TH_465,SC_576,2024-07-09,15:45:00,403.01,151,active
SH_6209,MV_4802,TH_99,SC_122,2025-09-12,21:00:00,265.22,71,active
SH_6210,MV_1424,TH_460,SC_580,2023-05-21,11:15:00,315.4,113,active
SH_6211,MV_5632,TH_279,SC_483,2025-11-10,22:45:00,325.75,54,active
SH_6212,MV_5943,TH_100,SC_258,2023-06-07,17:00:00,242.8,186,active
SH_6213,MV_467,TH_16,SC_294,2023-01-28,17:15:00,409.1,199,active
SH_6214,MV_6614,TH_487,SC_799,2023-07-12,18:00:00,154.96,59,active
SH_6215,MV_8110,TH_431,SC_926,2023-10-13,16:15:00,219.0,122,active
SH_6216,MV_8899,TH_228,SC_228,2023-03-28,19:45:00,350.56,199,active
SH_6217,MV_954,TH_401,SC_536,2024-06-03,13:15:00,453.36,153,active
SH_6219,MV_3087,TH_381,SC_446,2025-05-14,15:45:00,338.08,121,active
SH_6220,MV_7567,TH_111,SC_570,2023-01-19,20:00:00,389.91,148,active
SH_6221,MV_1423,TH_369,SC_341,2025-10-29,14:15:00,349.25,116,active
SH_6222,MV_1665,TH_211,SC_748,2023-08-08,10:15:00,331.69,75,active
SH_6223,MV_6772,TH_363,SC_127,2024-07-29,21:30:00,428.92,185,active
SH_6224,MV_3224,TH_496,SC_756,2025-09-13,21:45:00,300.31,176,active
SH_6226,MV_3356,TH_461,SC_341,2023-01-28,17:15:00,258.94,198,active
SH_6227,MV_8408,TH_179,SC_395,2023-09-12,21:00:00,369.72,142,active
SH_6228,MV_2311,TH_312,SC_740,2025-09-21,10:30:00,356.49,137,active
SH_6229,MV_7239,TH_195,SC_294,2023-05-30,21:15:00,339.43,185,active
SH_6230,MV_3355,TH_1,SC_118,2023-04-04,12:45:00,494.35,69,active
SH_6231,MV_851,TH_399,SC_150,2025-03-17,12:00:00,310.68,134,active
SH_6233,MV_1624,TH_278,SC_814,2023-10-04,21:45:00,234.52,76,active
SH_6234,MV_4846,TH_482,SC_271,2025-12-13,22:15:00,369.58,62,active
SH_6235,MV_2044,TH_333,SC_60,2025-06-05,19:45:00,162.47,78,active
