theater_id,brand_id,name,location,city,state
TH_5216,BR_1,Carnival Cinemas,Belgaum 155,Belgaum,Karnataka
TH_5217,BR_2,Cinepolis,Bhavnagar 360,Bhavnagar,Gujarat
TH_5218,BR_2,Cinepolis,Coimbatore 183,Coimbatore,Tamil Nadu
TH_5219,BR_5,PVR Cinemas,Salem 319,Salem,Tamil Nadu
TH_5220,BR_4,Miraj Cinemas,Kanpur 275,Kanpur,Uttar Pradesh
TH_5221,BR_2,Cinepolis,Bhopal 88,Bhopal,Madhya Pradesh
TH_5222,BR_3,INOX,Kota 266,Kota,Rajasthan
TH_5223,BR_4,Miraj Cinemas,Udaipur 75,Udaipur,Rajasthan
TH_5224,BR_6,Wave Cinemas,Purnia 417,Purnia,Bihar
TH_5225,BR_4,Miraj Cinemas,Chennai 33,Chennai,Tamil Nadu
TH_5226,BR_2,Cinepolis,Muzaffarpur 456,Muzaffarpur,Bihar
TH_5227,BR_1,Carnival Cinemas,Amritsar 128,Amritsar,Punjab
TH_5228,BR_5,PVR Cinemas,Durgapur 497,Durgapur,West Bengal
TH_5229,BR_2,Cinepolis,Kolkata 484,Kolkata,West Bengal
TH_5230,BR_2,Cinepolis,Ahmedabad 230,Ahmedabad,Gujarat
TH_5231,BR_6,Wave Cinemas,Nashik 482,Nashik,Maharashtra
TH_5232,BR_6,Wave Cinemas,Ahmedabad 383,Ahmedabad,Gujarat
TH_5233,BR_6,Wave Cinemas,Bangalore 10,Bangalore,Karnataka
TH_5234,BR_6,Wave Cinemas,Chennai 336,Chennai,Tamil Nadu
TH_5235,BR_1,Carnival Cinemas,Pune 8,Pune,Maharashtra
TH_5236,BR_2,Cinepolis,Thane 65,Thane,Maharashtra
TH_5237,BR_5,PVR Cinemas,Gwalior 221,Gwalior,Madhya Pradesh
TH_5238,BR_2,Cinepolis,Kolkata 250,Kolkata,West Bengal
TH_5239,BR_2,Cinepolis,Nagpur 21,Nagpur,Maharashtra
TH_5240,BR_4,Miraj Cinemas,Asansol 389,Asansol,West Bengal
TH_5241,BR_1,Carnival Cinemas,Coimbatore 6,Coimbatore,Tamil Nadu
TH_5242,BR_4,Miraj Cinemas,Gwalior 54,Gwalior,Madhya Pradesh
TH_5243,BR_5,PVR Cinemas,Bhopal 329,Bhopal,Madhya Pradesh
TH_5244,BR_3,INOX,Kolkata 119,Kolkata,West Bengal
TH_5245,BR_5,PVR Cinemas,Mumbai 4,Mumbai,Maharashtra
TH_5246,BR_5,PVR Cinemas,Bhopal 29,Bhopal,Madhya Pradesh
TH_5247,BR_3,INOX,Belgaum 70,Belgaum,Karnataka
TH_5248,BR_3,INOX,Varanasi 414,Varanasi,Uttar Pradesh
TH_5249,BR_1,Carnival Cinemas,Belgaum 54,Belgaum,Karnataka
TH_5250,BR_4,Miraj Cinemas,Mangalore 152,Mangalore,Karnataka
TH_5251,BR_6,Wave Cinemas,Rajkot 47,Rajkot,Gujarat
TH_5252,BR_2,Cinepolis,Indore 151,Indore,Madhya Pradesh
TH_5253,BR_2,Cinepolis,Surat 408,Surat,Gujarat
TH_5254,BR_3,INOX,Durgapur 335,Durgapur,West Bengal
TH_5255,BR_2,Cinepolis,Lucknow 352,Lucknow,Uttar Pradesh
TH_5256,BR_5,PVR Cinemas,Purnia 499,Purnia,Bihar
TH_5257,BR_3,INOX,Ludhiana 451,Ludhiana,Punjab
TH_5258,BR_5,PVR Cinemas,Asansol 3,Asansol,West Bengal
TH_5259,BR_2,Cinepolis,Belgaum 424,Belgaum,Karnataka
TH_5260,BR_4,Miraj Cinemas,Jodhpur 341,Jodhpur,Rajasthan
TH_5261,BR_6,Wave Cinemas,Kota 429,Kota,Rajasthan
TH_5262,BR_4,Miraj Cinemas,Bhavnagar 417,Bhavnagar,Gujarat
TH_5263,BR_2,Cinepolis,Indore 336,Indore,Madhya Pradesh
TH_5264,BR_5,PVR Cinemas,Salem 490,Salem,Tamil Nadu
TH_5265,BR_4,Miraj Cinemas,Mumbai 493,Mumbai,Maharashtra
TH_5266,BR_5,PVR Cinemas,Nashik 353,Nashik,Maharashtra
TH_5267,BR_3,INOX,Salem 104,Salem,Tamil Nadu
TH_5268,BR_6,Wave Cinemas,Meerut 442,Meerut,Uttar Pradesh
TH_5269,BR_2,Cinepolis,Patna 113,Patna,Bihar
TH_5270,BR_2,Cinepolis,Bangalore 38,Bangalore,Karnataka
TH_5271,BR_6,Wave Cinemas,Siliguri 124,Siliguri,West Bengal
TH_5272,BR_2,Cinepolis,Rajkot 156,Rajkot,Gujarat
TH_5273,BR_5,PVR Cinemas,Indore 264,Indore,Madhya Pradesh
TH_5274,BR_2,Cinepolis,Howrah 251,Howrah,West Bengal
TH_5275,BR_3,INOX,Hubli 257,Hubli,Karnataka
TH_5276,BR_4,Miraj Cinemas,Varanasi 336,Varanasi,Uttar Pradesh
TH_5277,BR_3,INOX,Belgaum 314,Belgaum,Karnataka
TH_5278,BR_3,INOX,Jaipur 358,Jaipur,Rajasthan
TH_5279,BR_3,INOX,Gwalior 211,Gwalior,Madhya Pradesh
TH_5280,BR_2,Cinepolis,Vadodara 246,Vadodara,Gujarat
TH_5281,BR_4,Miraj Cinemas,Ajmer 41,Ajmer,Rajasthan
TH_5282,BR_2,Cinepolis,Purnia 132,Purnia,Bihar
TH_5283,BR_5,PVR Cinemas,Vadodara 275,Vadodara,Gujarat
TH_5284,BR_3,INOX,Bangalore 302,Bangalore,Karnataka
TH_5285,BR_5,PVR Cinemas,Nagpur 133,Nagpur,Maharashtra
TH_5286,BR_3,INOX,Durgapur 281,Durgapur,West Bengal
TH_5287,BR_6,Wave Cinemas,Siliguri 217,Siliguri,West Bengal
TH_5288,BR_2,Cinepolis,Bhagalpur 398,Bhagalpur,Bihar
TH_5289,BR_5,PVR Cinemas,Meerut 105,Meerut,Uttar Pradesh
TH_5290,BR_6,Wave Cinemas,Salem 258,Salem,Tamil Nadu
TH_5291,BR_1,Carnival Cinemas,Gwalior 261,Gwalior,Madhya Pradesh
TH_5292,BR_5,PVR Cinemas,Mysore 493,Mysore,Karnataka
TH_5293,BR_3,INOX,Bangalore 161,Bangalore,Karnataka
TH_5294,BR_3,INOX,Howrah 223,Howrah,West Bengal
TH_5295,BR_3,INOX,Chennai 121,Chennai,Tamil Nadu
TH_5296,BR_2,Cinepolis,Meerut 493,Meerut,Uttar Pradesh
TH_5297,BR_4,Miraj Cinemas,Jalandhar 229,Jalandhar,Punjab
TH_5298,BR_5,PVR Cinemas,Coimbatore 468,Coimbatore,Tamil Nadu
TH_5299,BR_5,PVR Cinemas,Bhavnagar 433,Bhavnagar,Gujarat
TH_5300,BR_4,Miraj Cinemas,Hubli 327,Hubli,Karnataka
TH_5301,BR_2,Cinepolis,Jodhpur 279,Jodhpur,Rajasthan
TH_5302,BR_6,Wave Cinemas,Madurai 486,Madurai,Tamil Nadu
TH_5303,BR_3,INOX,Jaipur 181,Jaipur,Rajasthan
TH_5304,BR_2,Cinepolis,Jabalpur 152,Jabalpur,Madhya Pradesh
TH_5305,BR_3,INOX,Lucknow 24,Lucknow,Uttar Pradesh
TH_5306,BR_2,Cinepolis,Belgaum 151,Belgaum,Karnataka
TH_5307,BR_2,Cinepolis,Jabalpur 284,Jabalpur,Madhya Pradesh
TH_5308,BR_3,INOX,Tiruchirappalli 113,Tiruchirappalli,Tamil Nadu
TH_5309,BR_2,Cinepolis,Meerut 354,Meerut,Uttar Pradesh
TH_5310,BR_1,Carnival Cinemas,Nagpur 207,Nagpur,Maharashtra
TH_5311,BR_3,INOX,Pune 136,Pune,Maharashtra
TH_5312,BR_5,PVR Cinemas,Jabalpur 280,Jabalpur,Madhya Pradesh
TH_5313,BR_4,Miraj Cinemas,Gaya 40,Gaya,Bihar
TH_5314,BR_6,Wave Cinemas,Coimbatore 217,Coimbatore,Tamil Nadu
TH_5315,BR_2,Cinepolis,Bangalore 139,Bangalore,Karnataka
TH_5316,BR_5,PVR Cinemas,Purnia 364,Purnia,Bihar
TH_5317,BR_5,PVR Cinemas,Nagpur 398,Nagpur,Maharashtra
TH_5318,BR_3,INOX,Nagpur 248,Nagpur,Maharashtra
TH_5319,BR_5,PVR Cinemas,Thane 314,Thane,Maharashtra
TH_5320,BR_4,Miraj Cinemas,Lucknow 366,Lucknow,Uttar Pradesh
TH_5321,BR_5,PVR Cinemas,Ujjain 362,Ujjain,Madhya Pradesh
TH_5322,BR_3,INOX,Bathinda 149,Bathinda,Punjab
TH_5323,BR_6,Wave Cinemas,Kanpur 75,Kanpur,Uttar Pradesh
TH_5324,BR_1,Carnival Cinemas,Kota 75,Kota,Rajasthan
TH_5325,BR_5,PVR Cinemas,Thane 177,Thane,Maharashtra
TH_5326,BR_2,Cinepolis,Mangalore 484,Mangalore,Karnataka
TH_5327,BR_6,Wave Cinemas,Gwalior 48,Gwalior,Madhya Pradesh
TH_5328,BR_1,Carnival Cinemas,Ajmer 381,Ajmer,Rajasthan
TH_5329,BR_1,Carnival Cinemas,Mysore 219,Mysore,Karnataka
TH_5330,BR_6,Wave Cinemas,Pune 52,Pune,Maharashtra
TH_5331,BR_2,Cinepolis,Jaipur 386,Jaipur,Rajasthan
TH_5332,BR_4,Miraj Cinemas,Jaipur 359,Jaipur,Rajasthan
TH_5333,BR_2,Cinepolis,Gaya 328,Gaya,Bihar
TH_5334,BR_4,Miraj Cinemas,Coimbatore 39,Coimbatore,Tamil Nadu
TH_5335,BR_4,Miraj Cinemas,Jaipur 332,Jaipur,Rajasthan
TH_5336,BR_3,INOX,Jabalpur 477,Jabalpur,Madhya Pradesh
TH_5337,BR_1,Carnival Cinemas,Gwalior 171,Gwalior,Madhya Pradesh
TH_5338,BR_4,Miraj Cinemas,Bangalore 260,Bangalore,Karnataka
TH_5339,BR_4,Miraj Cinemas,Ajmer 256,Ajmer,Rajasthan
TH_5340,BR_3,INOX,Ajmer 278,Ajmer,Rajasthan
TH_5341,BR_3,INOX,Jodhpur 16,Jodhpur,Rajasthan
TH_5342,BR_3,INOX,Vadodara 497,Vadodara,Gujarat
TH_5343,BR_6,Wave Cinemas,Jodhpur 69,Jodhpur,Rajasthan
TH_5344,BR_5,PVR Cinemas,Chennai 496,Chennai,Tamil Nadu
TH_5345,BR_2,Cinepolis,Salem 409,Salem,Tamil Nadu
TH_5346,BR_6,Wave Cinemas,Hubli 119,Hubli,Karnataka
TH_5347,BR_1,Carnival Cinemas,Patna 111,Patna,Bihar
TH_5348,BR_4,Miraj Cinemas,Coimbatore 37,Coimbatore,Tamil Nadu
TH_5349,BR_6,Wave Cinemas,Rajkot 61,Rajkot,Gujarat
TH_5350,BR_1,Carnival Cinemas,Howrah 407,Howrah,West Bengal
TH_5351,BR_6,Wave Cinemas,Mumbai 287,Mumbai,Maharashtra
TH_5352,BR_4,Miraj Cinemas,Bhavnagar 375,Bhavnagar,Gujarat
TH_5353,BR_2,Cinepolis,Mangalore 234,Mangalore,Karnataka
TH_5354,BR_6,Wave Cinemas,Bhagalpur 117,Bhagalpur,Bihar
TH_5355,BR_1,Carnival Cinemas,Bhopal 35,Bhopal,Madhya Pradesh
TH_5356,BR_5,PVR Cinemas,Belgaum 171,Belgaum,Karnataka
TH_5357,BR_1,Carnival Cinemas,Jalandhar 365,Jalandhar,Punjab
TH_5358,BR_3,INOX,Jabalpur 474,Jabalpur,Madhya Pradesh
TH_5359,BR_5,PVR Cinemas,Agra 168,Agra,Uttar Pradesh
TH_5360,BR_3,INOX,Ajmer 200,Ajmer,Rajasthan
TH_5361,BR_5,PVR Cinemas,Coimbatore 475,Coimbatore,Tamil Nadu
TH_5362,BR_1,Carnival Cinemas,Jalandhar 271,Jalandhar,Punjab
TH_5363,BR_2,Cinepolis,Patna 254,Patna,Bihar
TH_5364,BR_1,Carnival Cinemas,Lucknow 141,Lucknow,Uttar Pradesh
TH_5365,BR_1,Carnival Cinemas,Vadodara 95,Vadodara,Gujarat
TH_5366,BR_6,Wave Cinemas,Tiruchirappalli 131,Tiruchirappalli,Tamil Nadu
TH_5367,BR_4,Miraj Cinemas,Pune 427,Pune,Maharashtra
TH_5368,BR_6,Wave Cinemas,Ahmedabad 348,Ahmedabad,Gujarat
TH_5369,BR_4,Miraj Cinemas,Tiruchirappalli 180,Tiruchirappalli,Tamil Nadu
TH_5370,BR_5,PVR Cinemas,Purnia 425,Purnia,Bihar
TH_5371,BR_2,Cinepolis,Madurai 108,Madurai,Tamil Nadu
TH_5372,BR_5,PVR Cinemas,Purnia 352,Purnia,Bihar
TH_5373,BR_2,Cinepolis,Ahmedabad 86,Ahmedabad,Gujarat
TH_5374,BR_1,Carnival Cinemas,Patiala 6,Patiala,Punjab
TH_5375,BR_2,Cinepolis,Asansol 419,Asansol,West Bengal
TH_5376,BR_3,INOX,Mumbai 217,Mumbai,Maharashtra
TH_5377,BR_4,Miraj Cinemas,Patiala 266,Patiala,Punjab
TH_5378,BR_3,INOX,Gaya 159,Gaya,Bihar
TH_5379,BR_6,Wave Cinemas,Ujjain 477,Ujjain,Madhya Pradesh
TH_5380,BR_2,Cinepolis,Chennai 157,Chennai,Tamil Nadu
TH_5381,BR_2,Cinepolis,Thane 80,Thane,Maharashtra
TH_5382,BR_4,Miraj Cinemas,Coimbatore 407,Coimbatore,Tamil Nadu
TH_5383,BR_1,Carnival Cinemas,Ahmedabad 365,Ahmedabad,Gujarat
TH_5384,BR_2,Cinepolis,Kanpur 150,Kanpur,Uttar Pradesh
TH_5385,BR_5,PVR Cinemas,Lucknow 340,Lucknow,Uttar Pradesh
TH_5386,BR_4,Miraj Cinemas,Purnia 33,Purnia,Bihar
TH_5387,BR_3,INOX,Belgaum 261,Belgaum,Karnataka
TH_5388,BR_1,Carnival Cinemas,Jaipur 51,Jaipur,Rajasthan
TH_5389,BR_1,Carnival Cinemas,Bhopal 221,Bhopal,Madhya Pradesh
TH_5390,BR_4,Miraj Cinemas,Mysore 40,Mysore,Karnataka
TH_5391,BR_4,Miraj Cinemas,Salem 28,Salem,Tamil Nadu
TH_5392,BR_4,Miraj Cinemas,Pune 41,Pune,Maharashtra
TH_5393,BR_1,Carnival Cinemas,Ujjain 350,Ujjain,Madhya Pradesh
TH_5394,BR_2,Cinepolis,Mumbai 121,Mumbai,Maharashtra
TH_5395,BR_1,Carnival Cinemas,Jalandhar 181,Jalandhar,Punjab
TH_5396,BR_2,Cinepolis,Kanpur 332,Kanpur,Uttar Pradesh
TH_5397,BR_3,INOX,Chennai 307,Chennai,Tamil Nadu
TH_5398,BR_1,Carnival Cinemas,Lucknow 283,Lucknow,Uttar Pradesh
TH_5399,BR_1,Carnival Cinemas,Howrah 350,Howrah,West Bengal
TH_5400,BR_3,INOX,Purnia 345,Purnia,Bihar
TH_5401,BR_6,Wave Cinemas,Tiruchirappalli 398,Tiruchirappalli,Tamil Nadu
TH_5402,BR_2,Cinepolis,Rajkot 44,Rajkot,Gujarat
TH_5403,BR_1,Carnival Cinemas,Nashik 237,Nashik,Maharashtra
TH_5404,BR_6,Wave Cinemas,Kanpur 271,Kanpur,Uttar Pradesh
TH_5405,BR_6,Wave Cinemas,Gaya 296,Gaya,Bihar
TH_5406,BR_6,Wave Cinemas,Mumbai 380,Mumbai,Maharashtra
TH_5407,BR_1,Carnival Cinemas,Bathinda 25,Bathinda,Punjab
TH_5408,BR_1,Carnival Cinemas,Jalandhar 141,Jalandhar,Punjab
TH_5409,BR_2,Cinepolis,Jalandhar 88,Jalandhar,Punjab
TH_5410,BR_5,PVR Cinemas,Tiruchirappalli 389,Tiruchirappalli,Tamil Nadu
TH_5411,BR_1,Carnival Cinemas,Howrah 422,Howrah,West Bengal
TH_5412,BR_4,Miraj Cinemas,Thane 371,Thane,Maharashtra
TH_5413,BR_3,INOX,Muzaffarpur 279,Muzaffarpur,Bihar
TH_5414,BR_3,INOX,Jaipur 414,Jaipur,Rajasthan
TH_5415,BR_3,INOX,Purnia 25,Purnia,Bihar
TH_5416,BR_4,Miraj Cinemas,Mumbai 396,Mumbai,Maharashtra
TH_5417,BR_4,Miraj Cinemas,Kanpur 291,Kanpur,Uttar Pradesh
TH_5418,BR_6,Wave Cinemas,Bhopal 21,Bhopal,Madhya Pradesh
TH_5419,BR_3,INOX,Patna 422,Patna,Bihar
TH_5420,BR_1,Carnival Cinemas,Nashik 398,Nashik,Maharashtra
TH_5421,BR_5,PVR Cinemas,Ajmer 293,Ajmer,Rajasthan
TH_5422,BR_2,Cinepolis,Belgaum 133,Belgaum,Karnataka
TH_5423,BR_4,Miraj Cinemas,Meerut 119,Meerut,Uttar Pradesh
TH_5424,BR_5,PVR Cinemas,Bhopal 122,Bhopal,Madhya Pradesh
TH_5425,BR_3,INOX,Ludhiana 347,Ludhiana,Punjab
TH_5426,BR_6,Wave Cinemas,Coimbatore 41,Coimbatore,Tamil Nadu
TH_5427,BR_6,Wave Cinemas,Patna 308,Patna,Bihar
TH_5428,BR_5,PVR Cinemas,Nagpur 423,Nagpur,Maharashtra
TH_5429,BR_2,Cinepolis,Nashik 322,Nashik,Maharashtra
TH_5430,BR_4,Miraj Cinemas,Ludhiana 369,Ludhiana,Punjab
TH_5431,BR_3,INOX,Indore 172,Indore,Madhya Pradesh
TH_5432,BR_5,PVR Cinemas,Vadodara 55,Vadodara,Gujarat
TH_5433,BR_6,Wave Cinemas,Salem 54,Salem,Tamil Nadu
TH_5434,BR_6,Wave Cinemas,Madurai 246,Madurai,Tamil Nadu
TH_5435,BR_3,INOX,Varanasi 264,Varanasi,Uttar Pradesh
TH_5436,BR_4,Miraj Cinemas,Ujjain 184,Ujjain,Madhya Pradesh
TH_5437,BR_3,INOX,Madurai 198,Madurai,Tamil Nadu
TH_5438,BR_4,Miraj Cinemas,Asansol 77,Asansol,West Bengal
TH_5439,BR_1,Carnival Cinemas,Muzaffarpur 160,Muzaffarpur,Bihar
TH_5440,BR_5,PVR Cinemas,Varanasi 104,Varanasi,Uttar Pradesh
TH_5441,BR_3,INOX,Rajkot 380,Rajkot,Gujarat
TH_5442,BR_1,Carnival Cinemas,Jaipur 156,Jaipur,Rajasthan
TH_5443,BR_5,PVR Cinemas,Bhagalpur 118,Bhagalpur,Bihar
TH_5444,BR_3,INOX,Ujjain 328,Ujjain,Madhya Pradesh
TH_5445,BR_1,Carnival Cinemas,Rajkot 43,Rajkot,Gujarat
TH_5446,BR_4,Miraj Cinemas,Kanpur 191,Kanpur,Uttar Pradesh
TH_5447,BR_5,PVR Cinemas,Purnia 328,Purnia,Bihar
TH_5448,BR_2,Cinepolis,Muzaffarpur 259,Muzaffarpur,Bihar
TH_5449,BR_6,Wave Cinemas,Surat 247,Surat,Gujarat
TH_5450,BR_5,PVR Cinemas,Ludhiana 334,Ludhiana,Punjab
TH_5451,BR_2,Cinepolis,Bangalore 61,Bangalore,Karnataka
TH_5452,BR_2,Cinepolis,Tiruchirappalli 463,Tiruchirappalli,Tamil Nadu
TH_5453,BR_5,PVR Cinemas,Salem 372,Salem,Tamil Nadu
TH_5454,BR_1,Carnival Cinemas,Mangalore 404,Mangalore,Karnataka
TH_5455,BR_5,PVR Cinemas,Varanasi 86,Varanasi,Uttar Pradesh
TH_5456,BR_1,Carnival Cinemas,Kanpur 428,Kanpur,Uttar Pradesh
TH_5457,BR_3,INOX,Kota 118,Kota,Rajasthan
TH_5458,BR_1,Carnival Cinemas,Thane 483,Thane,Maharashtra
TH_5459,BR_6,Wave Cinemas,Kolkata 440,Kolkata,West Bengal
TH_5460,BR_6,Wave Cinemas,Jabalpur 138,Jabalpur,Madhya Pradesh
TH_5461,BR_4,Miraj Cinemas,Thane 198,Thane,Maharashtra
TH_5462,BR_6,Wave Cinemas,Bhopal 378,Bhopal,Madhya Pradesh
TH_5463,BR_2,Cinepolis,Kota 170,Kota,Rajasthan
TH_5464,BR_3,INOX,Bhopal 115,Bhopal,Madhya Pradesh
TH_5465,BR_5,PVR Cinemas,Surat 434,Surat,Gujarat
TH_5466,BR_2,Cinepolis,Mysore 261,Mysore,Karnataka
TH_5467,BR_5,PVR Cinemas,Belgaum 135,Belgaum,Karnataka
TH_5468,BR_5,PVR Cinemas,Agra 354,Agra,Uttar Pradesh
TH_5469,BR_4,Miraj Cinemas,Bhopal 171,Bhopal,Madhya Pradesh
TH_5470,BR_2,Cinepolis,Mumbai 256,Mumbai,Maharashtra
TH_5471,BR_4,Miraj Cinemas,Rajkot 462,Rajkot,Gujarat
TH_5472,BR_5,PVR Cinemas,Kolkata 427,Kolkata,West Bengal
TH_5473,BR_3,INOX,Lucknow 382,Lucknow,Uttar Pradesh
TH_5474,BR_6,Wave Cinemas,Asansol 137,Asansol,West Bengal
TH_5475,BR_3,INOX,Jabalpur 394,Jabalpur,Madhya Pradesh
TH_5476,BR_4,Miraj Cinemas,Ajmer 26,Ajmer,Rajasthan
TH_5477,BR_4,Miraj Cinemas,Gaya 326,Gaya,Bihar
TH_5478,BR_5,PVR Cinemas,Agra 51,Agra,Uttar Pradesh
TH_5479,BR_5,PVR Cinemas,Surat 281,Surat,Gujarat
TH_5480,BR_5,PVR Cinemas,Jaipur 411,Jaipur,Rajasthan
TH_5481,BR_5,PVR Cinemas,Durgapur 127,Durgapur,West Bengal
TH_5482,BR_4,Miraj Cinemas,Purnia 35,Purnia,Bihar
TH_5483,BR_6,Wave Cinemas,Ludhiana 469,Ludhiana,Punjab
TH_5484,BR_3,INOX,Kanpur 305,Kanpur,Uttar Pradesh
TH_5485,BR_6,Wave Cinemas,Rajkot 388,Rajkot,Gujarat
TH_5486,BR_2,Cinepolis,Varanasi 347,Varanasi,Uttar Pradesh
TH_5487,BR_4,Miraj Cinemas,Howrah 23,Howrah,West Bengal
TH_5488,BR_4,Miraj Cinemas,Ajmer 443,Ajmer,Rajasthan
TH_5489,BR_6,Wave Cinemas,Tiruchirappalli 252,Tiruchirappalli,Tamil Nadu
TH_5490,BR_1,Carnival Cinemas,Agra 104,Agra,Uttar Pradesh
TH_5491,BR_5,PVR Cinemas,Patiala 58,Patiala,Punjab
TH_5492,BR_1,Carnival Cinemas,Jabalpur 159,Jabalpur,Madhya Pradesh
TH_5493,BR_6,Wave Cinemas,Bhavnagar 343,Bhavnagar,Gujarat
TH_5494,BR_4,Miraj Cinemas,Jalandhar 8,Jalandhar,Punjab
TH_5495,BR_3,INOX,Jaipur 203,Jaipur,Rajasthan
TH_5496,BR_2,Cinepolis,Meerut 138,Meerut,Uttar Pradesh
TH_5497,BR_3,INOX,Muzaffarpur 195,Muzaffarpur,Bihar
TH_5498,BR_1,Carnival Cinemas,Coimbatore 371,Coimbatore,Tamil Nadu
TH_5499,BR_1,Carnival Cinemas,Gwalior 411,Gwalior,Madhya Pradesh
TH_5500,BR_4,Miraj Cinemas,Udaipur 97,Udaipur,Rajasthan
TH_5501,BR_5,PVR Cinemas,Patna 335,Patna,Bihar
TH_5502,BR_1,Carnival Cinemas,Chennai 379,Chennai,Tamil Nadu
TH_5503,BR_2,Cinepolis,Muzaffarpur 408,Muzaffarpur,Bihar
TH_5504,BR_6,Wave Cinemas,Nashik 324,Nashik,Maharashtra
TH_5505,BR_2,Cinepolis,Mumbai 205,Mumbai,Maharashtra
TH_5506,BR_3,INOX,Jalandhar 450,Jalandhar,Punjab
TH_5507,BR_2,Cinepolis,Ludhiana 477,Ludhiana,Punjab
TH_5508,BR_4,Miraj Cinemas,Vadodara 16,Vadodara,Gujarat
TH_5509,BR_6,Wave Cinemas,Kolkata 206,Kolkata,West Bengal
TH_5510,BR_1,Carnival Cinemas,Coimbatore 336,Coimbatore,Tamil Nadu
TH_5511,BR_2,Cinepolis,Rajkot 19,Rajkot,Gujarat
TH_5512,BR_4,Miraj Cinemas,Muzaffarpur 294,Muzaffarpur,Bihar
TH_5513,BR_4,Miraj Cinemas,Mangalore 349,Mangalore,Karnataka
TH_5514,BR_6,Wave Cinemas,Udaipur 143,Udaipur,Rajasthan
TH_5515,BR_5,PVR Cinemas,Surat 361,Surat,Gujarat
TH_5516,BR_5,PVR Cinemas,Mangalore 150,Mangalore,Karnataka
TH_5517,BR_5,PVR Cinemas,Mysore 331,Mysore,Karnataka
TH_5518,BR_4,Miraj Cinemas,Bhavnagar 182,Bhavnagar,Gujarat
TH_5519,BR_6,Wave Cinemas,Bhavnagar 233,Bhavnagar,Gujarat
TH_5520,BR_4,Miraj Cinemas,Muzaffarpur 343,Muzaffarpur,Bihar
TH_5521,BR_4,Miraj Cinemas,Udaipur 190,Udaipur,Rajasthan
TH_5522,BR_2,Cinepolis,Hubli 460,Hubli,Karnataka
TH_5523,BR_3,INOX,Bhopal 14,Bhopal,Madhya Pradesh
TH_5524,BR_1,Carnival Cinemas,Ahmedabad 276,Ahmedabad,Gujarat
TH_5525,BR_4,Miraj Cinemas,Varanasi 216,Varanasi,Uttar Pradesh
TH_5526,BR_6,Wave Cinemas,Mangalore 185,Mangalore,Karnataka
TH_5527,BR_3,INOX,Bathinda 100,Bathinda,Punjab
TH_5528,BR_4,Miraj Cinemas,Bhopal 355,Bhopal,Madhya Pradesh
TH_5529,BR_5,PVR Cinemas,Ujjain 467,Ujjain,Madhya Pradesh
TH_5530,BR_1,Carnival Cinemas,Siliguri 353,Siliguri,West Bengal
TH_5531,BR_1,Carnival Cinemas,Mysore 212,Mysore,Karnataka
TH_5532,BR_5,PVR Cinemas,Gaya 51,Gaya,Bihar
TH_5533,BR_1,Carnival Cinemas,Gaya 349,Gaya,Bihar
TH_5534,BR_2,Cinepolis,Hubli 80,Hubli,Karnataka
TH_5535,BR_3,INOX,Purnia 492,Purnia,Bihar
TH_5536,BR_3,INOX,Pune 356,Pune,Maharashtra
TH_5537,BR_6,Wave Cinemas,Bathinda 182,Bathinda,Punjab
TH_5538,BR_2,Cinepolis,Lucknow 74,Lucknow,Uttar Pradesh
TH_5539,BR_6,Wave Cinemas,Bhagalpur 145,Bhagalpur,Bihar
TH_5540,BR_2,Cinepolis,Bathinda 15,Bathinda,Punjab
TH_5541,BR_3,INOX,Surat 370,Surat,Gujarat
TH_5542,BR_5,PVR Cinemas,Nagpur 237,Nagpur,Maharashtra
TH_5543,BR_1,Carnival Cinemas,Indore 43,Indore,Madhya Pradesh
TH_5544,BR_2,Cinepolis,Salem 231,Salem,Tamil Nadu
TH_5545,BR_3,INOX,Udaipur 355,Udaipur,Rajasthan
TH_5546,BR_6,Wave Cinemas,Gwalior 65,Gwalior,Madhya Pradesh
TH_5547,BR_1,Carnival Cinemas,Bhagalpur 466,Bhagalpur,Bihar
TH_5548,BR_6,Wave Cinemas,Mangalore 304,Mangalore,Karnataka
TH_5549,BR_4,Miraj Cinemas,Nashik 34,Nashik,Maharashtra
TH_5550,BR_2,Cinepolis,Howrah 171,Howrah,West Bengal
TH_5551,BR_3,INOX,Bangalore 461,Bangalore,Karnataka
TH_5552,BR_3,INOX,Tiruchirappalli 311,Tiruchirappalli,Tamil Nadu
TH_5553,BR_3,INOX,Jodhpur 70,Jodhpur,Rajasthan
TH_5554,BR_2,Cinepolis,Bhagalpur 18,Bhagalpur,Bihar
TH_5555,BR_5,PVR Cinemas,Bathinda 312,Bathinda,Punjab
TH_5556,BR_4,Miraj Cinemas,Jaipur 442,Jaipur,Rajasthan
TH_5557,BR_5,PVR Cinemas,Bangalore 263,Bangalore,Karnataka
TH_5558,BR_1,Carnival Cinemas,Bangalore 262,Bangalore,Karnataka
TH_5559,BR_1,Carnival Cinemas,Salem 181,Salem,Tamil Nadu
TH_5560,BR_3,INOX,Varanasi 80,Varanasi,Uttar Pradesh
TH_5561,BR_6,Wave Cinemas,Nashik 480,Nashik,Maharashtra
TH_5562,BR_6,Wave Cinemas,Mumbai 134,Mumbai,Maharashtra
TH_5563,BR_4,Miraj Cinemas,Kanpur 311,Kanpur,Uttar Pradesh
