seat_id,booking_id,screen_id,seat_number,seat_type,charger,status,show_id
ST_4690,BK_9118,SC_654,B5,Premium,True,Booked,
ST_4691,BK_2524,SC_839,B4,Regular,True,Booked,
ST_4692,BK_2237,SC_318,A13,Premium,True,Available,
ST_4693,BK_8780,SC_118,D18,VIP,True,Booked,
ST_4695,,SC_400,C3,Regular,True,Reserved,
ST_4696,BK_1022,SC_72,C8,Regular,True,Booked,
ST_4697,BK_7709,SC_485,B13,Regular,True,Booked,
ST_4698,BK_4774,SC_569,A14,Premium,True,Booked,
ST_4700,BK_9668,SC_800,A1,Regular,True,Booked,
ST_4701,BK_9984,SC_274,E6,Regular,True,Booked,
ST_4702,BK_697,SC_59,E8,Premium,True,Booked,
ST_4703,BK_5714,SC_407,D20,Regular,True,Available,
ST_4704,BK_395,SC_37,E16,Regular,True,Available,
ST_4705,BK_3241,SC_469,E11,Regular,True,Reserved,
ST_4707,BK_6917,SC_708,D17,Regular,True,Booked,
ST_4709,BK_4299,SC_118,E3,Regular,True,Booked,
ST_4710,BK_1391,SC_706,A16,Regular,True,Booked,
ST_4711,BK_8806,SC_125,C14,Premium,True,Booked,
ST_4713,BK_5209,SC_180,D1,Premium,True,Booked,
ST_4714,,SC_607,C8,Premium,True,Reserved,
ST_4715,BK_9995,SC_629,A18,Regular,True,Booked,
ST_4717,BK_5247,SC_814,A3,Regular,True,Booked,
ST_4719,BK_4836,SC_73,E19,Regular,True,Booked,
ST_4720,BK_5546,SC_851,A20,Regular,True,Booked,
ST_4722,,SC_413,B20,Regular,True,Booked,
ST_4724,BK_4156,SC_672,E13,Regular,True,Booked,
ST_4725,BK_7593,SC_479,D7,Premium,True,Booked,
ST_4726,BK_2315,SC_583,A2,Regular,True,Available,
ST_4727,BK_207,SC_359,C1,Premium,True,Reserved,
ST_4728,BK_2558,SC_977,E4,Premium,True,Booked,
ST_4730,BK_3169,SC_932,A3,Regular,True,Booked,
ST_4731,,SC_629,B19,Regular,True,Available,
ST_4732,BK_8449,SC_446,B8,Premium,True,Booked,
ST_4733,,SC_622,B19,Premium,True,Booked,
ST_4734,BK_4507,SC_311,D20,Regular,True,Booked,
ST_4735,,SC_858,A5,Premium,True,Booked,
ST_4736,BK_4308,SC_15,C8,Premium,True,Booked,
ST_4737,,SC_370,D20,Regular,True,Booked,
ST_4739,BK_9650,SC_128,A16,Premium,True,Booked,
ST_4740,BK_4729,SC_996,A8,Regular,True,Booked,
ST_4741,,SC_474,A13,Regular,True,Booked,
ST_4744,BK_322,SC_233,D17,Regular,True,Booked,
ST_4745,BK_3669,SC_809,C1,Regular,True,Available,
ST_4746,BK_6008,SC_884,A19,Regular,True,Booked,
ST_4748,,SC_510,B11,Regular,True,Booked,
ST_4749,BK_4559,SC_866,A17,VIP,True,Booked,
ST_4750,BK_8679,SC_30,D14,Regular,True,Booked,
ST_4751,BK_8609,SC_44,A8,Regular,True,Booked,
ST_4752,BK_3775,SC_203,A3,Regular,True,Booked,
ST_4753,BK_1808,SC_152,D5,Regular,True,Booked,
ST_4754,BK_5258,SC_994,C1,VIP,True,Booked,
ST_4755,BK_3638,SC_92,B5,Regular,True,Booked,
ST_4756,BK_3652,SC_186,C2,Regular,True,Booked,
ST_4757,BK_4972,SC_493,B4,Premium,True,Booked,
ST_4758,BK_9486,SC_366,B8,Regular,True,Booked,
ST_4760,BK_6038,SC_513,C5,Regular,True,Booked,
ST_4763,BK_6556,SC_695,B14,VIP,True,Booked,
ST_4764,BK_7320,SC_3,C5,Regular,True,Booked,
ST_4765,BK_5605,SC_12,B4,Regular,True,Booked,
ST_4766,BK_1302,SC_253,E11,Regular,True,Available,
ST_4767,BK_3450,SC_951,C1,Regular,True,Reserved,
ST_4768,BK_5227,SC_317,C16,Premium,True,Available,
ST_4769,BK_2230,SC_510,B4,Regular,True,Booked,
ST_4770,BK_3170,SC_312,B18,Regular,True,Booked,
ST_4771,BK_914,SC_968,E8,Premium,True,Booked,
ST_4772,BK_2949,SC_260,C14,Regular,True,Booked,
ST_4773,BK_9426,SC_32,B2,Regular,True,Booked,
ST_4775,BK_7052,SC_401,D12,VIP,True,Reserved,
ST_4776,BK_1654,SC_493,C8,Premium,True,Booked,
ST_4777,BK_1202,SC_419,E19,Regular,True,Booked,
ST_4778,,SC_507,B13,Premium,True,Booked,
ST_4779,BK_5505,SC_849,A8,Regular,True,Booked,
ST_4780,BK_5974,SC_6,B17,Regular,True,Booked,
ST_4781,BK_238,SC_161,B13,Regular,True,Booked,
ST_4782,,SC_942,B16,Regular,True,Available,
ST_4783,BK_7043,SC_811,C2,Regular,True,Booked,
ST_4784,BK_768,SC_355,D8,Regular,True,Reserved,
ST_4785,BK_4749,SC_124,E18,Premium,True,Booked,
ST_4786,BK_7358,SC_197,B8,Regular,True,Booked,
ST_4787,BK_8782,SC_220,D2,Premium,True,Booked,
ST_4788,BK_3257,SC_257,D7,Premium,True,Booked,
ST_4789,BK_6267,SC_319,E12,Regular,True,Booked,
ST_4790,,SC_353,A1,VIP,True,Booked,
ST_4791,BK_5480,SC_187,C7,Regular,True,Booked,
ST_4792,,SC_386,D5,VIP,True,Booked,
ST_4793,BK_3333,SC_202,A11,Regular,True,Available,
ST_4794,BK_6732,SC_842,E16,Regular,True,Booked,
ST_4795,BK_1526,SC_907,E17,Regular,True,Reserved,
ST_4796,BK_8890,SC_667,B18,VIP,True,Booked,
ST_4797,BK_9012,SC_843,E19,Premium,True,Booked,
ST_4798,,SC_836,C11,Regular,True,Reserved,
ST_4799,,SC_524,A7,Premium,True,Booked,
ST_4800,BK_8223,SC_549,C11,Regular,True,Booked,
ST_4801,BK_535,SC_229,D11,Premium,True,Reserved,
ST_4802,BK_9628,SC_280,A2,Regular,True,Booked,
ST_4803,,SC_612,B13,Regular,True,Booked,
ST_4804,BK_7287,SC_982,B5,Regular,True,Booked,
ST_4805,BK_6264,SC_356,D9,Regular,True,Available,
ST_4806,BK_3078,SC_402,C19,Premium,True,Booked,
ST_4807,BK_2845,SC_455,D8,Regular,True,Booked,
ST_4808,BK_4409,SC_639,D3,Regular,True,Available,
ST_4809,BK_6859,SC_407,E16,VIP,True,Booked,
ST_4810,BK_9378,SC_620,E10,Regular,True,Booked,
ST_4811,BK_4698,SC_88,B16,Regular,True,Booked,
ST_4812,BK_3088,SC_948,D16,Premium,True,Booked,
ST_4814,BK_7451,SC_10,A19,Regular,True,Reserved,
ST_4816,BK_3175,SC_120,A15,VIP,True,Booked,
ST_4817,BK_2922,SC_740,D10,Regular,True,Booked,
ST_4818,,SC_224,B17,Premium,True,Booked,
ST_4819,BK_2954,SC_231,C20,Regular,True,Booked,
ST_4821,BK_5629,SC_13,A17,VIP,True,Available,
ST_4822,,SC_180,B16,Regular,True,Booked,
ST_4823,BK_6107,SC_965,E10,Regular,True,Booked,
ST_4824,BK_6931,SC_205,E2,VIP,True,Booked,
ST_4825,BK_5795,SC_680,E2,Premium,True,Booked,
ST_4826,BK_2977,SC_984,B11,Premium,True,Reserved,
ST_4827,BK_9196,SC_200,A19,Regular,True,Available,
ST_4829,BK_308,SC_970,E8,Regular,True,Booked,
ST_4831,BK_3597,SC_399,D19,Regular,True,Booked,
ST_4832,BK_9504,SC_45,C8,Regular,True,Reserved,
ST_4833,BK_609,SC_165,C15,Regular,True,Booked,
ST_4835,BK_1532,SC_479,A5,Premium,True,Booked,
ST_4836,BK_5516,SC_313,D20,Regular,True,Booked,
ST_4837,BK_2445,SC_693,A10,Regular,True,Booked,
ST_4838,BK_466,SC_166,A3,VIP,True,Available,
ST_4839,BK_1499,SC_884,E6,Regular,True,Reserved,
ST_4840,BK_2990,SC_551,E16,Regular,True,Booked,
ST_4841,BK_6454,SC_102,D15,Premium,True,Available,
ST_4842,BK_9647,SC_217,B10,Regular,True,Booked,
ST_4845,BK_4574,SC_657,D12,Premium,True,Booked,
ST_4846,BK_8842,SC_681,C5,Premium,True,Booked,
ST_4847,BK_5797,SC_2,A17,VIP,True,Reserved,
ST_4848,BK_152,SC_321,B1,Premium,True,Booked,
ST_4850,BK_9543,SC_1,D3,Regular,True,Booked,
ST_4852,BK_3403,SC_319,E10,Regular,True,Booked,
ST_4853,BK_2101,SC_85,E19,Premium,True,Booked,
ST_4855,BK_8487,SC_110,A4,Premium,True,Booked,
ST_4856,BK_6799,SC_572,D2,VIP,True,Booked,
ST_4857,BK_646,SC_542,C19,Regular,True,Booked,
ST_4858,BK_8281,SC_192,D3,Premium,True,Available,
ST_4859,BK_9623,SC_390,D16,Regular,True,Booked,
ST_4861,BK_5960,SC_994,D19,Regular,True,Booked,
ST_4863,BK_1587,SC_67,E7,Regular,True,Booked,
ST_4864,,SC_845,D6,Regular,True,Booked,
ST_4865,BK_9922,SC_196,E13,Regular,True,Booked,
ST_4866,BK_3390,SC_578,A16,Regular,True,Booked,
ST_4867,BK_7274,SC_606,B13,Regular,True,Available,
ST_4868,BK_1378,SC_768,A11,Regular,True,Booked,
ST_4869,BK_1203,SC_381,A13,Premium,True,Booked,
ST_4870,BK_4954,SC_753,A12,Regular,True,Reserved,
ST_4871,BK_8144,SC_72,E18,Regular,True,Booked,
ST_4872,BK_2603,SC_862,A4,Regular,True,Booked,
ST_4873,BK_4810,SC_112,B7,Premium,True,Booked,
ST_4874,BK_7625,SC_503,C9,Regular,True,Booked,
ST_4876,BK_2140,SC_602,B5,Premium,True,Booked,
ST_4877,BK_3085,SC_401,D8,VIP,True,Reserved,
ST_4878,BK_2652,SC_174,B7,Regular,True,Booked,
ST_4879,BK_7758,SC_986,C19,Regular,True,Booked,
ST_4880,BK_8210,SC_846,E7,Regular,True,Reserved,
ST_4881,BK_1065,SC_988,B8,Premium,True,Booked,
ST_4882,BK_418,SC_61,D3,Regular,True,Booked,
ST_4883,,SC_506,D19,Regular,True,Available,
ST_4884,BK_9720,SC_349,E18,Regular,True,Booked,
ST_4885,BK_1402,SC_126,B6,Regular,True,Booked,
ST_4887,BK_8444,SC_89,C3,Premium,True,Available,
ST_4888,BK_760,SC_550,B2,Regular,True,Booked,
ST_4889,,SC_78,E2,Regular,True,Available,
ST_4890,BK_1955,SC_12,D17,Premium,True,Booked,
ST_4891,BK_1908,SC_292,B3,Regular,True,Booked,
ST_4892,BK_3281,SC_903,A13,Regular,True,Booked,
ST_4893,BK_5319,SC_375,D13,Regular,True,Booked,
ST_4896,,SC_760,A1,Regular,True,Booked,
ST_4897,BK_633,SC_710,B4,Premium,True,Available,
ST_4898,BK_9328,SC_199,A11,Premium,True,Reserved,
ST_4899,BK_2945,SC_683,E14,Premium,True,Available,
ST_4900,BK_3946,SC_330,C6,Regular,True,Booked,
ST_4901,BK_8629,SC_485,E6,VIP,True,Booked,
ST_4903,BK_8929,SC_712,B4,Regular,True,Booked,
ST_4904,BK_3054,SC_404,C8,Regular,True,Available,
ST_4905,BK_6732,SC_589,B9,Regular,True,Booked,
ST_4907,BK_199,SC_313,E20,Regular,True,Booked,
ST_4908,BK_9221,SC_703,B20,Regular,True,Booked,
ST_4909,BK_2759,SC_493,C7,Regular,True,Booked,
ST_4910,BK_4460,SC_892,A5,Regular,True,Booked,
ST_4911,BK_7769,SC_846,B4,Regular,True,Available,
ST_4912,BK_1375,SC_813,E9,Premium,True,Booked,
ST_4913,,SC_270,D14,Regular,True,Booked,
ST_4914,BK_1189,SC_790,B18,Premium,True,Booked,
ST_4915,BK_3048,SC_762,E7,Premium,True,Booked,
ST_4916,BK_2762,SC_843,B17,Regular,True,Available,
ST_4917,BK_5848,SC_503,D11,Premium,True,Available,
ST_4918,,SC_150,D2,Regular,True,Booked,
ST_4919,BK_593,SC_399,D16,VIP,True,Booked,
ST_4920,,SC_241,C17,Regular,True,Available,
ST_4921,BK_5012,SC_547,D20,Regular,True,Booked,
ST_4922,BK_7050,SC_631,B6,Regular,True,Booked,
ST_4923,BK_3004,SC_725,A1,Premium,True,Booked,
ST_4924,BK_1475,SC_703,E9,Regular,True,Available,
ST_4925,BK_5245,SC_587,D14,Regular,True,Booked,
ST_4926,BK_2005,SC_851,A14,Premium,True,Booked,
ST_4927,BK_5235,SC_874,B6,Regular,True,Booked,
ST_4928,BK_9516,SC_998,C12,Regular,True,Reserved,
ST_4930,,SC_334,D10,VIP,True,Booked,
ST_4931,BK_8083,SC_473,C2,Regular,True,Available,
ST_4932,BK_2462,SC_892,E15,Regular,True,Available,
ST_4934,BK_9973,SC_901,A7,Regular,True,Available,
ST_4935,BK_5879,SC_810,E11,VIP,True,Booked,
ST_4936,BK_3992,SC_879,B20,Regular,True,Booked,
ST_4937,BK_1056,SC_142,B2,Regular,True,Reserved,
ST_4938,BK_6961,SC_701,C11,Regular,True,Booked,
ST_4939,BK_9970,SC_75,D2,VIP,True,Booked,
ST_4940,BK_900,SC_989,B17,Premium,True,Booked,
ST_4941,BK_4857,SC_657,B19,Regular,True,Reserved,
ST_4942,,SC_339,E3,Regular,True,Booked,
ST_4943,,SC_755,C5,Regular,True,Booked,
ST_4944,BK_7427,SC_984,A14,Premium,True,Available,
ST_4945,BK_7718,SC_202,A7,Regular,True,Booked,
ST_4946,,SC_548,C13,Regular,True,Reserved,
ST_4948,BK_7075,SC_575,A5,Regular,True,Booked,
ST_4949,BK_7140,SC_912,B2,Premium,True,Booked,
ST_4950,BK_2205,SC_393,D13,Regular,True,Booked,
ST_4951,BK_2620,SC_64,B1,VIP,True,Booked,
ST_4952,BK_3385,SC_780,A13,Regular,True,Available,
ST_4953,BK_1341,SC_435,C8,Regular,True,Booked,
ST_4954,BK_5375,SC_667,C8,Regular,True,Booked,
ST_4955,BK_330,SC_757,C17,Regular,True,Booked,
ST_4956,BK_9927,SC_496,C10,Regular,True,Booked,
ST_4957,BK_8231,SC_197,D18,Regular,True,Booked,
ST_4958,BK_3481,SC_375,B6,Premium,True,Booked,
ST_4960,BK_4206,SC_71,C2,Regular,True,Booked,
ST_4961,BK_616,SC_549,B7,Premium,True,Booked,
ST_4962,BK_9809,SC_421,C15,Premium,True,Booked,
ST_4963,BK_3462,SC_781,B6,VIP,True,Booked,
ST_4964,BK_7594,SC_473,E20,Regular,True,Available,
ST_4965,BK_1248,SC_999,C16,Regular,True,Booked,
ST_4966,BK_2383,SC_593,B9,Regular,True,Booked,
ST_4968,BK_1942,SC_995,C5,Regular,True,Booked,
ST_4969,,SC_537,A1,Premium,True,Booked,
ST_4970,BK_4693,SC_670,B11,Regular,True,Booked,
ST_4971,BK_1177,SC_701,B3,VIP,True,Reserved,
ST_4972,BK_5882,SC_115,D10,Regular,True,Booked,
ST_4973,BK_7816,SC_360,D10,Premium,True,Booked,
ST_4975,BK_6359,SC_199,C1,Regular,True,Available,
ST_4976,BK_1594,SC_237,E9,Regular,True,Booked,
ST_4978,BK_8095,SC_292,A13,Regular,True,Available,
ST_4979,BK_4838,SC_611,B18,Regular,True,Booked,
ST_4980,BK_4582,SC_213,A18,Regular,True,Booked,
ST_4981,BK_2159,SC_298,C13,Regular,True,Available,
ST_4982,BK_6906,SC_928,C2,Regular,True,Booked,
ST_4984,BK_1370,SC_928,A9,Regular,True,Booked,
ST_4985,BK_7224,SC_197,E8,Regular,True,Booked,
ST_4986,,SC_908,E16,VIP,True,Available,
ST_4987,BK_60,SC_882,B7,Regular,True,Reserved,
ST_4988,BK_7382,SC_226,C10,Premium,True,Booked,
ST_4989,BK_3484,SC_569,B18,VIP,True,Booked,
ST_4990,BK_6465,SC_715,D4,Regular,True,Available,
ST_4991,,SC_563,B17,Premium,True,Booked,
ST_4992,,SC_58,B6,Premium,True,Reserved,
ST_4993,BK_9604,SC_55,B3,Premium,True,Booked,
ST_4994,BK_9515,SC_404,B2,Regular,True,Available,
ST_4995,BK_6216,SC_409,A1,Premium,True,Booked,
ST_4996,BK_6386,SC_243,E8,Premium,True,Booked,
ST_4997,BK_4833,SC_757,A5,Premium,True,Available,
ST_4998,BK_8929,SC_664,B19,Regular,True,Booked,
ST_4999,BK_7882,SC_741,E17,Regular,True,Booked,
ST_5000,BK_5564,SC_440,A17,Regular,True,Reserved,
ST_5001,BK_4107,SC_786,D20,Regular,True,Booked,
ST_5003,BK_8197,SC_569,B1,Regular,True,Booked,
ST_5004,BK_518,SC_985,A12,Regular,True,Booked,
ST_5005,,SC_156,E10,Premium,True,Available,
ST_5006,,SC_368,B12,Premium,True,Booked,
ST_5008,BK_9465,SC_249,A19,Premium,True,Reserved,
ST_5009,BK_5886,SC_555,B6,Premium,True,Reserved,
ST_5010,,SC_664,B14,Regular,True,Booked,
ST_5011,BK_9107,SC_851,C2,Premium,True,Booked,
ST_5012,BK_9665,SC_279,E13,VIP,True,Booked,
ST_5014,BK_624,SC_792,A11,Regular,True,Booked,
ST_5015,,SC_652,C13,Premium,True,Booked,
ST_5016,BK_4067,SC_715,E15,Premium,True,Booked,
ST_5017,BK_7057,SC_453,A10,Regular,True,Booked,
ST_5018,BK_3908,SC_398,E20,Regular,True,Reserved,
ST_5019,BK_9658,SC_397,C11,Regular,True,Booked,
ST_5020,,SC_42,B1,Regular,True,Available,
ST_5022,BK_795,SC_402,D1,Premium,True,Booked,
ST_5023,BK_3198,SC_898,E12,Premium,True,Booked,
ST_5025,BK_9068,SC_937,E11,Regular,True,Booked,
ST_5026,BK_9123,SC_541,A6,Regular,True,Reserved,
ST_5028,BK_6717,SC_38,C2,Regular,True,Reserved,
ST_5029,BK_2279,SC_884,E12,Regular,True,Booked,
ST_5030,BK_5948,SC_508,E7,VIP,True,Booked,
ST_5031,BK_7437,SC_46,D19,Regular,True,Booked,
ST_5032,BK_8402,SC_395,B11,Premium,True,Booked,
ST_5033,BK_9184,SC_538,A11,Premium,True,Booked,
ST_5034,BK_2269,SC_231,E3,Regular,True,Booked,
ST_5035,BK_86,SC_144,D2,Premium,True,Booked,
ST_5036,BK_8559,SC_872,B13,VIP,True,Booked,
ST_5037,BK_572,SC_898,D9,Premium,True,Booked,
ST_5038,BK_3592,SC_740,A6,Regular,True,Booked,
ST_5039,BK_1858,SC_529,C7,Regular,True,Available,
ST_5040,BK_9481,SC_73,E9,Regular,True,Booked,
ST_5041,BK_7338,SC_326,E18,Regular,True,Reserved,
ST_5042,BK_8722,SC_745,C19,Premium,True,Booked,
ST_5043,,SC_977,B14,VIP,True,Available,
ST_5044,,SC_578,B19,Regular,True,Booked,
ST_5045,BK_5163,SC_747,C5,Regular,True,Booked,
ST_5046,BK_4485,SC_208,D3,Regular,True,Booked,
ST_5047,BK_4383,SC_798,B5,Regular,True,Booked,
ST_5048,BK_4631,SC_859,E18,Regular,True,Booked,
ST_5049,,SC_24,D20,Regular,True,Reserved,
ST_5050,BK_3769,SC_31,D1,Premium,True,Available,
ST_5051,BK_16,SC_938,E11,Regular,True,Booked,
ST_5052,BK_9973,SC_423,D10,Regular,True,Booked,
ST_5053,,SC_104,C14,VIP,True,Booked,
ST_5055,BK_1454,SC_775,C3,Regular,True,Booked,
ST_5056,BK_4574,SC_861,B9,Premium,True,Booked,
ST_5057,BK_3667,SC_515,C15,Premium,True,Booked,
ST_5058,BK_7745,SC_982,B6,VIP,True,Booked,
ST_5059,BK_3700,SC_96,B1,Regular,True,Booked,
ST_5060,,SC_84,A8,Regular,True,Booked,
ST_5061,BK_1154,SC_996,D19,Regular,True,Available,
ST_5062,BK_8660,SC_721,C4,Premium,True,Reserved,
ST_5063,,SC_141,A11,Regular,True,Available,
ST_5064,BK_2864,SC_650,E7,Regular,True,Booked,
ST_5065,BK_3076,SC_491,A15,Regular,True,Booked,
ST_5066,BK_6634,SC_906,E11,Regular,True,Booked,
ST_5067,BK_1,SC_303,C20,Regular,True,Booked,
ST_5070,BK_4724,SC_159,D8,Premium,True,Booked,
ST_5072,BK_6001,SC_3,A15,Regular,True,Booked,
ST_5073,BK_9438,SC_24,B13,Premium,True,Available,
ST_5074,BK_894,SC_330,A8,Regular,True,Booked,
ST_5076,,SC_494,D13,VIP,True,Reserved,
ST_5077,BK_223,SC_719,B13,Regular,True,Available,
ST_5078,BK_1789,SC_570,A14,Regular,True,Available,
ST_5079,BK_5954,SC_706,E1,VIP,True,Booked,
ST_5080,BK_1660,SC_481,B15,Regular,True,Booked,
ST_5081,BK_6003,SC_360,C10,Regular,True,Booked,
ST_5082,BK_1673,SC_286,C13,Regular,True,Booked,
ST_5084,BK_7828,SC_138,B3,Premium,True,Booked,
ST_5085,BK_5781,SC_305,B5,Regular,True,Booked,
ST_5088,BK_9275,SC_43,E4,Regular,True,Available,
ST_5091,,SC_111,A5,Premium,True,Available,
ST_5092,BK_8033,SC_614,A5,Premium,True,Booked,
ST_5093,,SC_926,B18,VIP,True,Booked,
ST_5094,BK_2242,SC_241,D14,Regular,True,Booked,
ST_5095,BK_4172,SC_967,A19,Premium,True,Available,
ST_5096,,SC_441,E4,Premium,True,Booked,
ST_5098,BK_4661,SC_391,E5,Regular,True,Booked,
ST_5099,BK_1019,SC_929,A11,Premium,True,Booked,
ST_5100,,SC_327,E12,Regular,True,Reserved,
ST_5101,BK_1556,SC_898,A12,VIP,True,Booked,
ST_5102,BK_994,SC_457,D4,Regular,True,Available,
ST_5103,,SC_155,C2,Regular,True,Reserved,
ST_5104,BK_934,SC_555,C19,Regular,True,Available,
ST_5105,,SC_557,A5,Regular,True,Booked,
ST_5106,BK_8058,SC_113,B9,Regular,True,Booked,
ST_5108,BK_8773,SC_561,B7,Premium,True,Booked,
ST_5110,BK_272,SC_518,A10,Regular,True,Available,
ST_5111,BK_5324,SC_262,C19,Regular,True,Booked,
ST_5112,BK_3082,SC_140,A18,VIP,True,Booked,
ST_5113,BK_5065,SC_659,A7,Regular,True,Reserved,
ST_5114,BK_654,SC_78,C16,Premium,True,Booked,
ST_5115,BK_381,SC_497,A14,Regular,True,Booked,
ST_5117,BK_6298,SC_76,D11,Regular,True,Available,
ST_5118,BK_7489,SC_810,C16,Regular,True,Booked,
ST_5119,BK_9898,SC_748,A2,Regular,True,Booked,
ST_5121,BK_4376,SC_202,C4,Regular,True,Booked,
ST_5122,BK_8972,SC_207,D19,Premium,True,Booked,
ST_5124,BK_5804,SC_252,B6,Premium,True,Available,
ST_5125,BK_8728,SC_865,A14,VIP,True,Reserved,
ST_5126,BK_951,SC_517,C12,Premium,True,Booked,
ST_5127,BK_4941,SC_297,B7,Regular,True,Booked,
ST_5128,BK_2926,SC_849,B9,Premium,True,Available,
ST_5129,,SC_521,B13,Premium,True,Booked,
ST_5130,BK_8841,SC_5,C11,Premium,True,Booked,
ST_5131,BK_6929,SC_370,E9,Premium,True,Booked,
ST_5132,BK_3992,SC_564,A4,Premium,True,Booked,
ST_5133,BK_4796,SC_652,D4,VIP,True,Booked,
ST_5134,,SC_758,C3,Regular,True,Available,
ST_5135,BK_2031,SC_308,A2,Regular,True,Booked,
ST_5137,BK_4166,SC_194,D6,Premium,True,Booked,
ST_5138,,SC_436,D10,Premium,True,Booked,
ST_5139,,SC_551,A2,VIP,True,Booked,
ST_5140,BK_3682,SC_666,B19,VIP,True,Booked,
ST_5141,BK_5011,SC_673,C14,Regular,True,Available,
ST_5142,,SC_300,A9,Regular,True,Booked,
ST_5144,BK_805,SC_507,D6,Regular,True,Reserved,
ST_5145,BK_5313,SC_993,A14,Premium,True,Available,
ST_5146,BK_226,SC_155,A9,Regular,True,Booked,
ST_5148,BK_4219,SC_273,B5,Regular,True,Booked,
ST_5149,BK_9007,SC_941,D4,Regular,True,Booked,
ST_5150,BK_6802,SC_593,B6,Regular,True,Booked,
ST_5151,BK_3322,SC_980,C13,Regular,True,Booked,
ST_5152,BK_4008,SC_662,C14,Premium,True,Booked,
ST_5154,BK_5892,SC_408,E3,VIP,True,Booked,
ST_5155,BK_5325,SC_596,E19,Regular,True,Booked,
ST_5157,BK_4257,SC_914,A11,Premium,True,Available,
ST_5158,BK_9210,SC_780,B6,Premium,True,Booked,
ST_5159,BK_2878,SC_496,D16,Premium,True,Reserved,
ST_5160,BK_267,SC_969,C17,Regular,True,Available,
ST_5161,,SC_499,C2,VIP,True,Reserved,
ST_5162,BK_6385,SC_129,D13,Regular,True,Booked,
ST_5163,BK_7520,SC_823,A2,Regular,True,Booked,
ST_5164,BK_7054,SC_480,D4,Regular,True,Booked,
ST_5165,BK_7484,SC_190,C16,Premium,True,Booked,
ST_5166,BK_6313,SC_362,E5,Regular,True,Reserved,
ST_5167,BK_8179,SC_562,D20,Premium,True,Booked,
ST_5168,,SC_8,C14,Premium,True,Available,
ST_5169,BK_6722,SC_800,B2,Premium,True,Available,
ST_5170,BK_7584,SC_318,C11,Regular,True,Booked,
ST_5171,BK_4482,SC_184,E11,Premium,True,Booked,
ST_5172,,SC_393,C12,Regular,True,Booked,
ST_5173,BK_6785,SC_488,E3,Regular,True,Available,
ST_5175,,SC_733,B19,Premium,True,Available,
ST_5176,,SC_130,D8,Regular,True,Reserved,
ST_5178,BK_6817,SC_384,D16,Premium,True,Reserved,
ST_5179,BK_7818,SC_370,C19,Regular,True,Booked,
ST_5181,BK_3752,SC_124,D4,Regular,True,Booked,
ST_5182,,SC_685,E11,Regular,True,Booked,
ST_5183,BK_8532,SC_940,B5,Regular,True,Available,
ST_5184,,SC_277,A7,VIP,True,Available,
ST_5185,BK_1706,SC_235,A5,Premium,True,Booked,
ST_5186,BK_3019,SC_1,A7,Premium,True,Booked,
ST_5187,BK_6450,SC_305,B9,Regular,True,Booked,
ST_5188,BK_7685,SC_628,B15,Regular,True,Booked,
ST_5189,BK_7202,SC_687,A16,Regular,True,Reserved,
ST_5191,BK_2801,SC_255,E9,Regular,True,Booked,
ST_5192,,SC_645,E15,Regular,True,Available,
ST_5193,,SC_339,B17,Premium,True,Booked,
ST_5194,BK_9360,SC_478,D3,Premium,True,Available,
ST_5195,BK_3926,SC_223,D5,Regular,True,Available,
ST_5196,BK_97,SC_461,E20,Regular,True,Available,
ST_5197,BK_2947,SC_215,E9,Regular,True,Available,
ST_5198,BK_3437,SC_353,C18,Regular,True,Available,
ST_5200,,SC_301,C11,Regular,True,Booked,
ST_5203,BK_5386,SC_656,C9,Premium,True,Booked,
ST_5204,BK_6359,SC_503,C4,Regular,True,Booked,
ST_5206,BK_1031,SC_85,D8,Premium,True,Reserved,
ST_5207,BK_1965,SC_37,A13,Regular,True,Booked,
ST_5208,BK_6367,SC_835,B1,Regular,True,Booked,
ST_5210,BK_8133,SC_282,D3,Regular,True,Booked,
ST_5211,BK_2287,SC_753,C4,Regular,True,Booked,
ST_5212,BK_169,SC_889,C3,Premium,True,Booked,
ST_5214,BK_7336,SC_122,B4,Regular,True,Booked,
ST_5216,BK_4690,SC_529,A4,Premium,True,Booked,
ST_5217,BK_1564,SC_375,C11,Regular,True,Reserved,
ST_5218,BK_2561,SC_368,C5,Premium,True,Available,
ST_5219,BK_1740,SC_572,B4,Regular,True,Booked,
ST_5220,,SC_356,B3,VIP,True,Available,
ST_5221,,SC_21,C15,Regular,True,Booked,
ST_5222,BK_6268,SC_916,E10,Premium,True,Booked,
ST_5223,,SC_919,D7,Premium,True,Booked,
ST_5225,BK_5396,SC_949,E14,Regular,True,Booked,
ST_5226,BK_9561,SC_34,D13,Premium,True,Booked,
ST_5227,BK_398,SC_348,B2,Regular,True,Booked,
ST_5230,,SC_296,C1,Premium,True,Booked,
ST_5231,BK_672,SC_468,D2,Regular,True,Booked,
ST_5232,BK_5793,SC_177,B3,Regular,True,Booked,
ST_5234,BK_2597,SC_398,E17,Regular,True,Booked,
ST_5235,BK_729,SC_974,E13,Regular,True,Booked,
ST_5236,,SC_863,C7,VIP,True,Booked,
ST_5237,BK_4834,SC_131,A4,Regular,True,Available,
ST_5238,BK_4193,SC_594,B2,Regular,True,Booked,
ST_5239,BK_764,SC_536,D12,Regular,True,Booked,
ST_5240,BK_2331,SC_247,D16,Regular,True,Booked,
